0.0106,0.0000,0.0000,0.0005,359.4413,27.0838,358.1137,153.7637,-0.0005,0.0000,0.0103,0.0000,36.8109
0.0590,0.0000,0.0000,0.0005,359.2664,27.0057,358.1414,728.0860,-0.2575,0.0000,0.0484,-0.0044,36.8309
0.0534,0.0000,0.0000,0.0005,359.3668,26.9344,358.1337,-70.4528,-0.0996,0.0000,-0.0056,-0.0018,36.8509
0.0886,0.0000,0.0000,0.0005,359.5266,26.8339,358.1925,526.7749,-0.6242,0.0000,0.0353,-0.0070,36.8709
0.0966,0.0000,0.0000,0.0005,359.8208,26.6290,358.2739,130.4801,-0.2483,0.0000,0.0080,-0.0024,36.8909
0.1227,0.0000,0.0000,0.0005,359.9803,26.6294,358.2943,392.0818,0.2445,0.0000,0.0260,0.0020,36.9109
0.1662,0.0000,0.0000,0.0005,359.8554,26.5863,358.2821,660.3274,0.8237,0.0000,0.0436,0.0049,36.9309
0.1824,0.0000,0.0000,0.0005,359.8331,26.4518,358.4173,254.8964,0.0188,0.0000,0.0162,0.0000,36.9509
0.1849,0.0000,0.0000,0.0005,359.8617,26.4265,358.4891,42.1282,-0.0497,0.0000,0.0025,-0.0003,36.9709
0.2071,0.0000,0.0000,0.0005,359.7995,26.3820,358.4994,332.7151,0.0909,0.0000,0.0222,0.0004,36.9909
0.2309,0.0000,0.0000,0.0005,359.7398,26.3708,358.4922,363.3932,0.0156,0.0000,0.0238,0.0001,37.0109
0.2562,0.0000,0.0000,0.0005,359.6049,26.3356,358.4173,385.2394,0.0146,0.0000,0.0253,0.0001,37.0309
0.2813,0.0000,0.0000,0.0005,359.4303,26.3464,358.3964,383.2782,0.0089,0.0000,0.0251,0.0000,37.0509
0.3065,0.0000,0.0000,0.0005,359.4422,26.2751,358.3960,385.3210,0.0117,0.0000,0.0252,0.0000,37.0709
0.3317,0.0000,0.0000,0.0005,359.3954,26.0986,358.4490,385.2920,0.0052,0.0000,0.0252,0.0000,37.0909
0.3575,0.0000,0.0000,0.0005,359.4769,26.0155,358.4539,393.1541,0.0058,0.0000,0.0258,0.0000,37.1109
0.3841,0.0000,0.0000,0.0005,359.5178,25.9790,358.3952,405.4928,0.0044,0.0000,0.0266,0.0000,37.1309
0.4130,0.0000,0.0000,0.0005,359.5009,25.9737,358.2299,441.8148,0.0067,0.0000,0.0290,0.0000,37.1509
0.4381,0.0000,0.0000,0.0005,359.5657,26.1672,357.9655,384.5752,0.0040,0.0000,0.0251,0.0000,37.1709
0.4608,0.0000,0.0000,0.0005,359.5659,26.4514,357.8015,347.0485,0.0050,0.0000,0.0227,0.0000,37.1909
0.4834,0.0000,0.0000,0.0005,359.4721,26.7520,357.7455,344.3272,0.0050,0.0000,0.0225,0.0000,37.2109
0.5059,0.0000,0.0000,0.0005,359.2686,27.0533,357.6931,344.0149,0.0046,0.0000,0.0225,0.0000,37.2309
0.5284,0.0000,0.0000,0.0005,359.1052,27.2082,357.8204,343.6784,0.0060,0.0000,0.0225,0.0000,37.2509
0.5509,0.0000,0.0000,0.0005,358.8966,27.3292,357.9582,342.9861,0.0072,0.0000,0.0225,0.0000,37.2709
