0.0001,0.0476,0.0000,0.0009,0.3783,358.9904,358.6100,-0.2059,0.0000,0.0000,0.0000,0.0000,7.5234
0.0588,0.0476,0.0000,0.0007,0.4163,358.9344,358.7191,879.4685,0.0283,0.0000,0.0587,0.0005,7.5434
0.0477,0.0476,0.0000,0.0005,0.5551,358.9040,358.7454,-149.4584,-0.0693,0.0000,-0.0111,-0.0015,7.5565
0.0589,0.0476,0.0000,0.0004,0.6187,358.9039,358.8440,164.0551,0.1611,0.0000,0.0112,0.0028,7.5765
0.1060,0.0476,0.0000,0.0004,0.6360,358.8306,359.1914,709.0234,-0.6568,0.0000,0.0471,-0.0062,7.5965
0.1178,0.0714,0.0000,0.0004,0.7622,358.7362,359.3940,189.9359,-0.0710,0.0000,0.0118,-0.0005,7.6165
0.1831,0.0794,0.0000,0.0004,0.8997,358.7227,359.5101,982.2778,-0.2662,0.0000,0.0653,-0.0014,7.6287
0.1779,0.0833,0.0000,0.0004,1.1053,358.7219,359.6042,-59.2599,-1.0170,0.0000,-0.0052,-0.0057,7.6386
0.2024,0.0873,0.0000,0.0004,1.3104,358.6497,359.6922,365.5197,0.8902,0.0000,0.0245,0.0045,7.6486
0.2215,0.0952,0.0000,0.0004,1.4211,358.6589,359.7328,294.0240,-1.0316,0.0000,0.0192,-0.0047,7.6597
0.2645,0.1032,0.0000,0.0004,1.5563,358.6643,359.6967,649.2117,-1.0732,0.0000,0.0430,-0.0040,7.6703
0.2858,0.1230,0.0000,0.0004,1.7715,358.6407,359.6958,330.6878,0.9721,0.0000,0.0213,0.0035,7.6815
0.3100,0.1230,0.0000,0.0004,1.9545,358.6374,359.7227,369.6847,-0.8388,0.0000,0.0243,-0.0028,7.6926
0.3334,0.1429,0.0000,0.0004,2.0058,358.6171,359.6082,356.6573,0.6221,0.0000,0.0233,0.0019,7.7036
0.3570,0.1548,0.0000,0.0004,2.1857,358.5577,359.5145,361.0561,-0.2779,0.0000,0.0237,-0.0008,7.7150
0.3830,0.1667,0.0000,0.0004,2.3903,358.5230,359.3717,396.2664,0.0666,0.0000,0.0260,0.0002,7.7256
0.4093,0.1865,0.0000,0.0004,2.5613,358.5449,359.2477,401.7458,-0.0076,0.0000,0.0263,0.0000,7.7371
0.4378,0.2103,0.0000,0.0004,2.7321,358.5678,359.1247,433.8778,0.0042,0.0000,0.0285,0.0000,7.7478
0.4682,0.2460,0.0000,0.0004,2.8041,358.5234,358.9659,464.6703,0.0013,0.0000,0.0305,0.0000,7.7588
0.5019,0.2897,0.0000,0.0004,2.8351,358.5338,358.8399,512.3112,0.0066,0.0000,0.0336,0.0000,7.7698
0.5811,0.3333,0.0000,0.0003,2.8915,358.5444,358.6874,1197.1510,0.0081,0.0000,0.0793,0.0000,7.7808
0.6230,0.3809,0.0000,0.0001,2.7970,358.5391,358.5586,651.0604,0.0020,0.0000,0.0419,0.0000,7.7919
0.6687,0.4325,0.0000,-0.0002,2.6914,358.5111,358.4601,696.8302,0.0025,0.0000,0.0457,0.0000,7.8030
0.7191,0.4722,0.0000,-0.0003,2.6258,358.6040,358.2898,766.9400,-0.0009,0.0000,0.0503,0.0000,7.8141
0.7731,0.5000,0.0000,-0.0004,2.5174,358.5991,358.2061,824.7366,-0.0097,0.0000,0.0541,0.0000,7.8251
0.8298,0.5313,0.0000,-0.0005,2.3359,358.6399,358.0901,864.2290,-0.0126,0.0000,0.0566,0.0000,7.8363
0.8891,0.5859,0.0000,-0.0006,2.2469,358.6767,357.9869,904.7695,-0.0176,0.0000,0.0593,0.0000,7.8480
0.9529,0.6094,0.0000,-0.0009,2.1509,358.6996,357.9555,972.6603,-0.0318,0.0000,0.0638,0.0000,7.8584
1.0192,0.6367,0.0000,-0.0011,2.0131,358.7531,357.9211,1011.8550,-0.0354,0.0000,0.0663,0.0000,7.8694
1.1587,0.6641,0.0000,-0.0012,1.8786,358.8107,357.9074,2109.0830,-0.0753,0.0000,0.1395,-0.0001,7.8812
1.2301,0.6992,0.0000,-0.0012,1.7798,358.8494,357.8679,1109.8540,-0.0938,0.0000,0.0714,-0.0001,7.8917
1.3037,0.7305,0.0000,-0.0012,1.6905,358.8588,357.8981,1123.1310,-0.1078,0.0000,0.0736,-0.0001,7.9028
1.3801,0.7734,0.0000,-0.0012,1.5344,358.8541,357.8960,1166.8550,-0.1214,0.0000,0.0765,-0.0001,7.9139
1.4601,0.8047,0.0000,-0.0012,1.5155,358.8552,357.9181,1220.0150,-0.1320,0.0000,0.0800,-0.0001,7.9249
1.5430,0.8399,0.0000,-0.0012,1.4358,358.9319,357.9032,1265.1680,-0.1655,0.0000,0.0829,-0.0001,7.9361
1.6288,0.8711,0.0000,-0.0012,1.3649,358.8730,357.9359,1308.9030,-0.1760,0.0000,0.0858,-0.0001,7.9479
1.7173,0.9024,0.0000,-0.0012,1.3916,358.8091,357.9949,1350.7090,-0.2096,0.0000,0.0885,-0.0001,7.9584
1.8084,0.9531,0.0000,-0.0012,1.3220,358.8042,358.0436,1391.0570,-0.2353,0.0000,0.0911,-0.0001,7.9695
2.0010,0.9766,0.0000,-0.0013,1.3119,358.7406,358.0945,2911.5380,-0.2885,0.0000,0.1926,-0.0001,7.9807
2.0994,1.0000,0.0000,-0.0013,1.2588,358.6460,358.1503,1528.8990,-0.3194,0.0000,0.0984,-0.0001,7.9918
2.1989,1.0000,0.0000,-0.0013,1.2245,358.6050,358.1934,1520.1340,-0.3599,0.0000,0.0996,-0.0002,8.0027
2.2993,1.0000,0.0000,-0.0013,1.2352,358.5791,358.1714,1532.3610,-0.3983,0.0000,0.1004,-0.0002,8.0140
2.3997,1.0000,0.0000,-0.0012,1.2218,358.5272,358.1734,1532.5800,-0.4050,0.0000,0.1004,-0.0002,8.0252
2.5001,1.0000,0.0000,-0.0012,1.2088,358.4870,358.2028,1533.2510,-0.4160,0.0000,0.1004,-0.0002,8.0362
2.6004,1.0000,0.0000,-0.0012,1.3043,358.4568,358.1349,1531.8920,-0.4422,0.0000,0.1003,-0.0002,8.0477
2.7005,1.0000,0.0000,-0.0012,1.3703,358.4008,358.1296,1529.2040,-0.4633,0.0000,0.1001,-0.0002,8.0584
2.8007,1.0000,0.0000,-0.0012,1.4766,358.3744,358.0823,1528.8320,-0.4992,0.0000,0.1001,-0.0002,8.0697
3.0003,1.0000,0.0000,-0.0012,1.6055,358.3108,357.9644,3020.6760,-0.5854,0.0000,0.1997,-0.0002,8.0814
