0.0039,0.0000,0.0000,0.0001,0.0170,358.3659,359.5733,54.3732,0.0024,0.0000,0.0036,0.0006,3.3219
0.0481,0.0000,0.0000,0.0001,0.0920,358.3065,359.5487,664.5081,0.3120,0.0000,0.0443,0.0065,3.3419
0.0962,0.0000,0.0000,0.0001,0.0993,358.3690,359.4614,732.3105,0.1202,0.0000,0.0480,0.0012,3.3619
0.0686,0.0000,0.0000,0.0001,0.2400,358.3889,359.4848,-398.9825,0.1116,0.0000,-0.0275,0.0016,3.3819
0.1169,0.0000,0.0000,0.0001,0.2924,358.4628,359.4477,716.3198,-0.7764,0.0000,0.0483,-0.0067,3.4019
0.1365,0.0000,0.0000,0.0001,0.3637,358.6322,359.4382,307.2512,-0.9589,0.0000,0.0196,-0.0069,3.4219
0.1353,0.0000,0.0000,0.0001,0.3350,358.8710,359.5618,-13.0100,-0.0909,0.0000,-0.0012,-0.0005,3.4419
0.1687,0.0000,0.0000,0.0001,0.3111,358.9638,359.7054,500.5221,-0.0019,0.0000,0.0334,0.0000,3.4619
0.1862,0.0000,0.0000,0.0001,0.2225,359.0419,359.8994,271.8347,-0.1940,0.0000,0.0175,-0.0010,3.4819
0.2079,0.0000,0.0000,0.0001,0.2811,359.1416,0.0631,330.0858,0.0138,0.0000,0.0217,0.0001,3.5019
0.2325,0.0000,0.0000,0.0001,0.3956,359.1360,0.1712,374.2060,0.0012,0.0000,0.0246,0.0000,3.5219
0.2622,0.0238,0.0000,0.0001,0.5452,359.0714,0.3843,451.7225,0.0031,0.0000,0.0297,0.0000,3.5419
0.2999,0.0595,0.0000,0.0001,0.7366,358.9988,0.4927,574.2742,-0.0021,0.0000,0.0378,0.0000,3.5619
0.3446,0.0913,0.0000,0.0001,0.8151,358.7824,0.4577,680.8864,0.0039,0.0000,0.0447,0.0000,3.5819
0.4008,0.1349,0.0000,0.0007,0.8908,358.7173,0.3428,854.2679,0.0060,0.0000,0.0562,0.0000,3.6019
0.4613,0.1825,0.0000,0.0019,0.9395,358.6106,0.1782,921.9900,0.0130,0.0000,0.0605,0.0000,3.6219
0.5348,0.2778,0.0000,0.0021,1.1570,358.4632,359.7620,1118.8680,0.0270,0.0000,0.0735,0.0001,3.6419
0.6245,0.3690,0.0000,0.0021,1.0570,358.4955,359.8159,1366.2350,0.0420,0.0000,0.0898,0.0001,3.6619
0.7314,0.4643,0.0000,0.0021,1.1035,358.4726,359.7527,1626.6270,0.0542,0.0000,0.1068,0.0001,3.6819
0.8443,0.4960,0.0000,0.0021,1.1231,358.4417,359.7381,1721.7700,0.0755,0.0000,0.1129,0.0001,3.7019
0.9624,0.5273,0.0000,0.0013,1.2528,358.4044,359.6913,1803.0330,0.0762,0.0000,0.1182,0.0001,3.7219
1.0885,0.5742,0.0000,0.0003,1.3549,358.4286,359.6148,1923.3840,0.0336,0.0000,0.1261,0.0000,3.7419
1.2265,0.6445,0.0000,0.0001,1.5562,358.4729,359.6411,2103.2700,0.0317,0.0000,0.1380,0.0000,3.7619
1.3758,0.7266,0.0000,0.0001,2.1532,358.3002,359.8130,2276.4250,0.0067,0.0000,0.1493,0.0000,3.7819
1.5363,0.7734,0.0000,0.0000,2.7864,358.2062,359.8830,2447.7410,-0.0101,0.0000,0.1605,0.0000,3.8019
1.7030,0.8086,0.0000,0.0001,3.0256,358.1395,359.8460,2544.0390,-0.0098,0.0000,0.1667,0.0000,3.8219
