0.0000,0.0000,0.0002,19.9894,359.5818,359.1996,0.0000,0.0000,0.0000,0.0000,0.0000,13.8709
0.0000,0.0000,0.0002,19.9954,359.5836,359.1976,0.0000,0.0000,0.0000,0.0000,0.0000,13.9277
0.0000,0.0000,0.0002,19.9960,359.5880,359.1982,0.0000,0.0000,0.0000,0.0000,0.0000,13.9779
0.0000,0.0000,0.0002,19.9947,359.5852,359.1924,0.0000,0.0000,0.0000,0.0000,0.0000,14.0532
0.0000,0.0000,0.0002,19.9975,359.5844,359.1906,0.0000,0.0000,0.0000,0.0000,0.0000,14.1080
0.0000,0.0000,0.0002,19.9995,359.5819,359.1896,0.0000,0.0000,0.0000,0.0000,0.0000,14.1611
0.0000,0.0000,0.0002,19.9986,359.5811,359.1887,0.0000,0.0000,0.0000,0.0000,0.0000,14.2140
0.0000,0.0000,0.0002,19.9933,359.5883,359.1885,0.0000,0.0000,0.0000,0.0000,0.0000,14.2611
0.0000,0.0000,0.0002,19.9963,359.5818,359.1799,0.0000,0.0000,0.0000,0.0000,0.0000,14.3198
0.0000,0.0000,0.0002,19.9950,359.5808,359.1798,0.0000,0.0000,0.0000,0.0000,0.0000,14.3712
0.0000,0.0000,0.0002,19.9899,359.5862,359.1806,0.0000,0.0000,0.0000,0.0000,0.0000,14.4252
0.0000,0.0000,0.0002,19.9967,359.5862,359.1797,0.0000,0.0000,0.0000,0.0000,0.0000,14.4810
0.0000,0.0000,0.0002,19.9987,359.5887,359.1791,0.0000,0.0000,0.0000,0.0000,0.0000,14.5380
0.0000,0.0000,0.0002,20.0080,359.5889,359.1844,0.0000,0.0000,0.0000,0.0000,0.0000,14.5880
0.0000,0.0000,0.0002,20.0115,359.5957,359.1877,0.0000,0.0000,0.0000,0.0000,0.0000,14.6416
0.0000,0.0000,0.0002,20.0055,359.6023,359.1839,0.0000,0.0000,0.0000,0.0000,0.0000,14.6953
0.0000,0.0000,0.0002,19.9955,359.6198,359.1852,0.0000,0.0000,0.0000,0.0000,0.0000,14.7448
0.0000,0.0000,0.0002,19.9913,359.6364,359.1770,0.0000,0.0000,0.0000,0.0000,0.0000,14.8135
0.0000,0.0000,0.0002,20.0101,359.6302,359.1905,0.0000,0.0000,0.0000,0.0000,0.0000,14.8702
0.0000,0.0000,0.0002,19.9845,359.6302,359.1868,0.0000,0.0000,0.0000,0.0000,0.0000,14.9226
0.0000,0.0000,0.0002,20.0120,359.6227,359.1772,0.0000,0.0000,0.0000,0.0000,0.0000,14.9752
0.0000,0.0000,0.0002,20.0147,359.6053,359.1804,0.0000,0.0000,0.0000,0.0000,0.0000,15.0291
0.0000,0.0000,0.0002,20.0096,359.6053,359.1913,0.0000,0.0000,0.0000,0.0000,0.0000,15.0782
0.0000,0.0000,0.0002,20.0258,359.5965,359.1759,0.0000,0.0000,0.0000,0.0000,0.0000,15.1311
0.0000,0.0000,0.0002,20.0295,359.5847,359.1706,0.0000,0.0000,0.0000,0.0000,0.0000,15.1857
0.0000,0.0000,0.0002,20.0217,359.5874,359.1774,0.0000,0.0000,0.0000,0.0000,0.0000,15.2359
0.0000,0.0000,0.0002,20.0337,359.5898,359.1874,0.0000,0.0000,0.0000,0.0000,0.0000,15.2868
0.0000,0.0000,0.0002,20.0325,359.5734,359.1681,0.0000,0.0000,0.0000,0.0000,0.0000,15.3415
0.0000,0.0000,0.0002,20.0392,359.5824,359.1782,0.0000,0.0000,0.0000,0.0000,0.0000,15.3919
0.0000,0.0000,0.0002,20.0503,359.5684,359.1776,0.0000,0.0000,0.0000,0.0000,0.0000,15.4432
0.0000,0.0000,0.0002,20.0468,359.5667,359.1949,0.0000,0.0000,0.0000,0.0000,0.0000,15.4937
0.0000,0.0000,0.0002,20.0629,359.5529,359.1709,0.0000,0.0000,0.0000,0.0000,0.0000,15.5409
0.0000,0.0000,0.0002,20.0735,359.5523,359.1812,0.0000,0.0000,0.0000,0.0000,0.0000,15.5874
0.0000,0.0000,0.0002,20.0584,359.5540,359.1921,0.0000,0.0000,0.0000,0.0000,0.0000,15.6373
0.0000,0.0000,0.0002,20.0612,359.5695,359.1753,0.0000,0.0000,0.0000,0.0000,0.0000,15.6870
0.0833,0.0000,0.0002,20.0509,359.5774,359.1680,0.0000,0.0000,0.0000,0.0000,0.0000,15.7344
0.3809,0.0000,0.0002,20.0411,359.5827,359.1722,0.0000,0.0000,0.0000,0.0000,0.0000,15.7825
0.6992,0.0000,0.0002,20.0755,359.5661,359.1862,0.0000,0.0000,0.0000,0.0000,0.0000,15.8367
0.9610,0.0000,0.0002,20.0438,359.5642,359.2081,0.0000,0.0000,0.0000,0.0000,0.0000,15.8877
1.0000,0.0000,0.0002,20.0624,359.5170,359.0977,0.0000,0.0000,0.0000,0.0000,0.0000,15.9358
1.0000,0.0000,0.0002,19.8938,359.4320,358.9157,0.0000,0.0000,0.0000,0.0000,0.0000,15.9878
1.0000,0.0000,0.0002,19.2203,359.5122,359.2789,0.0000,0.0000,0.0000,0.0000,0.0000,16.0378
1.0000,0.0000,0.0002,18.3978,359.2157,359.6785,0.0000,0.0000,0.0000,0.0000,0.0000,16.0850
1.0000,0.0000,0.0002,19.0699,359.3891,358.9845,0.0000,0.0000,0.0000,0.0000,0.0000,16.1446
1.0000,0.0000,0.0002,19.9205,359.8636,358.6079,0.0000,0.0000,0.0000,0.0000,0.0000,16.1985
1.0000,0.0000,0.0002,18.9803,359.5388,359.3188,0.0000,0.0000,0.0000,0.0000,0.0000,16.2480
1.0000,0.0000,0.0002,19.0124,359.3636,359.5266,0.0000,0.0000,0.0000,0.0000,0.0000,16.2944
1.0000,0.0000,0.0002,19.3187,359.3856,359.0494,0.0000,0.0000,0.0000,0.0000,0.0000,16.3440
1.0000,0.0000,0.0002,19.0786,359.3557,359.1114,0.0000,0.0000,0.0000,0.0000,0.0000,16.3942
1.0000,0.0000,0.0002,19.2063,359.4539,359.2919,0.0000,0.0000,0.0000,0.0000,0.0000,16.4405
1.0000,0.0000,0.0002,19.1918,359.3938,359.3768,0.0000,0.0000,0.0000,0.0000,0.0000,16.4850
1.0000,0.0000,0.0002,19.0715,359.3452,359.2057,0.0000,0.0000,0.0000,0.0000,0.0000,16.5335
1.0000,0.0000,0.0002,19.2467,359.3773,359.1044,0.0000,0.0000,0.0000,0.0000,0.0000,16.5814
1.0000,0.0000,0.0002,19.2484,359.4696,359.2191,0.0000,0.0000,0.0000,0.0000,0.0000,16.6276
1.0000,0.0000,0.0002,19.0717,359.3901,359.3848,0.0000,0.0000,0.0000,0.0000,0.0000,16.6716
1.0000,0.0000,0.0002,19.1935,359.3708,359.2137,0.0000,0.0000,0.0000,0.0000,0.0000,16.7232
1.0000,0.0000,0.0002,19.2912,359.4162,359.1195,0.0000,0.0000,0.0000,0.0000,0.0000,16.7720
1.0000,0.0000,0.0002,19.1605,359.4156,359.2487,0.0000,0.0000,0.0000,0.0000,0.0000,16.8179
1.0000,0.0000,0.0002,19.1481,359.4108,359.3015,0.0000,0.0000,0.0000,0.0000,0.0000,16.8622
1.0000,0.0000,0.0002,19.2313,359.3999,359.2113,0.0000,0.0000,0.0000,0.0000,0.0000,16.9136
1.0000,0.0000,0.0002,19.1694,359.3857,359.1776,0.0000,0.0000,0.0000,0.0000,0.0000,16.9632
1.0000,0.0000,0.0002,19.2126,359.4296,359.2504,0.0000,0.0000,0.0000,0.0000,0.0000,17.0096
1.0000,0.0000,0.0002,19.2007,359.4402,359.2776,0.0000,0.0000,0.0000,0.0000,0.0000,17.0537
1.0000,0.0000,0.0002,19.1823,359.4028,359.2120,0.0000,0.0000,0.0000,0.0000,0.0000,17.1030
1.0000,0.0000,0.0002,19.2061,359.4030,359.1903,0.0000,0.0000,0.0000,0.0000,0.0000,17.1540
1.0000,0.0000,0.0002,19.1904,359.4293,359.2531,0.0000,0.0000,0.0000,0.0000,0.0000,17.1998
1.0000,0.0000,0.0002,19.1574,359.4318,359.2702,0.0000,0.0000,0.0000,0.0000,0.0000,17.2440
1.0000,0.0000,0.0002,19.1750,359.4147,359.2095,0.0000,0.0000,0.0000,0.0000,0.0000,17.2931
1.0000,0.0000,0.0002,19.2107,359.4172,359.1952,0.0000,0.0000,0.0000,0.0000,0.0000,17.3421
1.0000,0.0000,0.0002,19.1503,359.4243,359.2393,0.0000,0.0000,0.0000,0.0000,0.0000,17.3891
0.9688,0.0000,0.0002,19.1783,359.4252,359.2458,0.0000,0.0000,0.0000,0.0000,0.0000,17.4508
0.7031,0.0000,0.0002,19.1753,359.4132,359.2066,0.0000,0.0000,0.0000,0.0000,0.0000,17.5045
0.3770,0.0000,0.0002,19.1528,359.4221,359.2250,0.0000,0.0000,0.0000,0.0000,0.0000,17.5543
0.0357,0.0000,0.0002,19.1479,359.4420,359.2592,0.0000,0.0000,0.0000,0.0000,0.0000,17.6079
0.0000,0.0000,0.0002,19.1487,359.4463,359.2509,0.0000,0.0000,0.0000,0.0000,0.0000,17.6592
0.0000,0.0000,0.0002,18.9790,359.3359,359.1847,0.0000,0.0000,0.0000,0.0000,0.0000,17.7085
0.0000,0.0000,0.0002,19.2480,359.5950,358.5593,0.0000,0.0000,0.0000,0.0000,0.0000,17.7557
0.0000,0.0000,0.0003,21.2068,359.9918,357.9716,0.0000,0.0000,0.0000,0.0000,0.0000,17.8024
0.0000,0.0000,0.0003,21.3923,0.9674,358.4549,0.0000,0.0000,0.0000,0.0000,0.0000,17.8568
0.0000,0.0000,0.0000,19.1354,359.7016,0.4462,0.0000,0.0000,0.0000,0.0000,0.0000,17.9075
0.0000,0.0000,-0.0003,18.8946,359.3292,0.4027,0.0000,0.0000,0.0000,0.0000,0.0000,17.9532
0.0000,0.0000,0.0002,21.0800,0.1711,358.7403,0.0000,0.0000,0.0000,0.0000,0.0000,18.0022
0.0000,0.0000,0.0002,20.9807,0.3400,359.0042,0.0000,0.0000,0.0000,0.0000,0.0000,18.0507
0.0000,0.0000,0.0002,20.8313,0.1131,359.6441,0.0000,0.0000,0.0000,0.0000,0.0000,18.0957
0.0000,0.0000,0.0002,21.0438,0.1081,359.3174,0.0000,0.0000,0.0000,0.0000,0.0000,18.1407
0.0000,0.0000,0.0001,20.7058,359.9841,359.1935,0.0000,0.0000,0.0000,0.0000,0.0000,18.1914
0.0000,0.0000,0.0001,20.9085,0.0729,359.2320,0.0000,0.0000,0.0000,0.0000,0.0000,18.2421
0.0000,0.0000,0.0001,20.9555,0.1603,359.4507,0.0000,0.0000,0.0000,0.0000,0.0000,18.2893
0.0000,0.0000,0.0001,20.6449,0.0061,359.4755,0.0000,0.0000,0.0000,0.0000,0.0000,18.3354
0.0000,0.0000,0.0001,20.9379,-0.0011,359.1455,0.0000,0.0000,0.0000,0.0000,0.0000,18.3879
0.0000,0.0000,0.0001,20.9985,0.1705,359.1681,0.0000,0.0000,0.0000,0.0000,0.0000,18.4395
0.0000,0.0000,0.0001,20.7732,0.1068,359.4408,0.0000,0.0000,0.0000,0.0000,0.0000,18.4882
0.0000,0.0000,0.0001,20.9237,0.0814,359.2818,0.0000,0.0000,0.0000,0.0000,0.0000,18.5409
0.0000,0.0000,0.0001,20.9680,0.0846,359.1527,0.0000,0.0000,0.0000,0.0000,0.0000,18.5959
0.0000,0.0000,0.0001,20.8426,0.0867,359.3127,0.0000,0.0000,0.0000,0.0000,0.0000,18.6480
0.0000,0.0000,0.0001,20.9865,0.0893,359.3345,0.0000,0.0000,0.0000,0.0000,0.0000,18.7011
0.0000,0.0000,0.0001,20.9166,0.0429,359.2447,0.0000,0.0000,0.0000,0.0000,0.0000,18.7560
0.0000,0.0000,0.0001,20.9568,0.0844,359.2398,0.0000,0.0000,0.0000,0.0000,0.0000,18.8203
0.0000,0.0000,0.0001,20.8934,0.1049,359.3427,0.0000,0.0000,0.0000,0.0000,0.0000,18.8791
0.0000,0.0000,0.0001,20.8834,0.1091,359.2849,0.0000,0.0000,0.0000,0.0000,0.0000,18.9339
0.0000,0.0000,0.0001,20.8954,0.1344,359.2040,0.0000,0.0000,0.0000,0.0000,0.0000,18.9837
0.0000,0.0000,0.0001,20.8588,0.1819,359.2970,0.0000,0.0000,0.0000,0.0000,0.0000,19.0361
0.0000,0.0000,0.0001,20.7720,0.2493,359.3214,0.0000,0.0000,0.0000,0.0000,0.0000,19.0863
0.0000,0.0000,0.0001,20.7814,0.3848,359.3207,0.0000,0.0000,0.0000,0.0000,0.0000,19.1343
0.0000,0.0000,0.0001,20.7785,0.4820,359.2793,0.0000,0.0000,0.0000,0.0000,0.0000,19.1834
0.0000,0.0000,0.0001,20.7641,0.5020,359.2784,0.0000,0.0000,0.0000,0.0000,0.0000,19.2333
0.0000,0.0000,0.0001,20.7647,0.4746,359.3358,0.0000,0.0000,0.0000,0.0000,0.0000,19.2802
0.0000,0.0000,0.0001,20.7605,0.4269,359.3328,0.0000,0.0000,0.0000,0.0000,0.0000,19.3267
0.0000,0.0000,0.0001,20.7766,0.4447,359.3382,0.0000,0.0000,0.0000,0.0000,0.0000,19.3759
0.0000,0.0000,0.0001,20.7632,0.4289,359.2545,0.0000,0.0000,0.0000,0.0000,0.0000,19.4251
0.0000,0.0000,0.0001,20.7600,0.4465,359.3556,0.0000,0.0000,0.0000,0.0000,0.0000,19.4696
0.0000,0.0000,0.0001,20.7407,0.4378,359.3289,0.0000,0.0000,0.0000,0.0000,0.0000,19.5135
0.0000,0.0000,0.0001,20.7383,0.4347,359.3187,0.0000,0.0000,0.0000,0.0000,0.0000,19.5636
0.0000,0.0000,0.0001,20.7543,0.4201,359.2847,0.0000,0.0000,0.0000,0.0000,0.0000,19.6120
0.0000,0.0000,0.0001,20.7297,0.4295,359.3471,0.0000,0.0000,0.0000,0.0000,0.0000,19.6570
0.0000,0.0000,0.0001,20.7415,0.4308,359.3190,0.0000,0.0000,0.0000,0.0000,0.0000,19.7005
0.0000,0.0000,0.0001,20.7372,0.4116,359.3158,0.0000,0.0000,0.0000,0.0000,0.0000,19.7526
0.0000,0.0000,0.0001,20.7508,0.4165,359.3111,0.0000,0.0000,0.0000,0.0000,0.0000,19.8021
0.0000,0.0000,0.0001,20.7318,0.4220,359.3332,0.0000,0.0000,0.0000,0.0000,0.0000,19.8482
0.0000,0.0000,0.0001,20.7395,0.4226,359.3228,0.0000,0.0000,0.0000,0.0000,0.0000,19.8917
